query,page,clicks_28d,impressions_28d,ctr_28d,position_28d,topic,topic_group,language,intent,is_brand,is_local,is_commercial_modifier,position_bucket,clicks_90d,impressions_90d,ctr_90d,position_90d,clicks_prev28,impressions_prev28,position_prev28,page_locale,page_type,language_mismatch
chatbot versus chatgpt,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,0,1,0.0,82.0,chatgpt_online,chatgpt_product,neutral,transactional,False,False,False,51+,0,1,0.0,82.0,,,,ru,landing,False
chatbot vs gpt,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,0,1,0.0,77.0,chatgpt_alternatives,chatgpt_product,neutral,informational,False,False,False,51+,0,1,0.0,77.0,,,,ru,landing,False
chatgpt 4 uzbek tilida,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,1,0.0,10.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,10.0,,,,uz,blog,False
chatgpt bepul kirish,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0.0,17.0,chatgpt_login,chatgpt_product,uz,navigational,False,False,False,11-20,0,1,0.0,17.0,,,,uz,blog,False
chatgpt ga yozish,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,0,1,0.0,1.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,1-3,0,1,0.0,1.0,,,,uz,blog,False
chatgpt gaplashish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0.0,8.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,8.0,,,,uz,landing,False
chatgpt ishlatish,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0.0,6.0,chatgpt_online,chatgpt_product,neutral,transactional,False,False,False,4-10,0,1,0.0,6.0,,,,uz,blog,False
chatgpt kirish,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,6.0,chatgpt_login,chatgpt_product,uz,navigational,False,False,False,4-10,0,1,0.0,6.0,,,,ru,landing,True
chatgpt kirish uzbek tilida,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0.0,7.0,chatgpt_login,chatgpt_product,uz,navigational,False,False,False,4-10,0,1,0.0,7.0,,,,uz,blog,False
chatgpt o rnatish,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,1,0.0,4.0,chatgpt_download,chatgpt_product,uz,navigational,False,False,False,4-10,0,1,0.0,4.0,,,,uz,blog,False
chatgpt o'zbek tilida,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0.0,10.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,10.0,,,,uz,blog,False
chatgpt o'zbek tilida,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,1,0.0,10.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,4,0.0,9.5,0.0,3.0,9.333333333333334,uz,blog,False
chatgpt online,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,3.0,chatgpt_online,chatgpt_product,en,transactional,False,False,False,1-3,0,1,0.0,3.0,,,,ru,landing,False
chatgpt online chat,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,4.0,chatgpt_online,chatgpt_product,en,transactional,False,False,False,4-10,0,1,0.0,4.0,,,,ru,landing,False
chatgpt online uzbek tilida,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,7.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,7.0,,,,ru,landing,True
chatgpt ozbekcha,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0.0,5.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,5.0,,,,uz,blog,False
chatgpt plus price uzbekistan,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,0,1,0.0,1.0,chatgpt_payment,chatgpt_product,en,informational,False,True,False,1-3,0,1,0.0,1.0,,,,ru,blog,False
chatgpt promptlari,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,1,0.0,5.0,chatgpt_prompts,chatgpt_product,neutral,informational,False,False,False,4-10,0,1,0.0,5.0,,,,uz,blog,False
chatgpt savol javob,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0.0,9.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,9.0,,,,uz,landing,False
chatgpt saytiga kirish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0.0,5.0,chatgpt_login,chatgpt_product,uz,navigational,False,False,False,4-10,0,1,0.0,5.0,,,,uz,landing,False
chatgpt tekin versiyasi,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0.0,7.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,7.0,,,,uz,landing,False
chatgpt uz,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,0,1,0.0,7.0,chatgpt_online,chatgpt_product,neutral,transactional,False,True,False,4-10,0,1,0.0,7.0,,,,ru,blog,False
chatgpt uzbek tilida gaplashish,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,10.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,10.0,,,,ru,landing,True
chatgpt uzbek tilida online,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,1,0.0,7.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,7.0,,,,uz,blog,False
chatgpt uzbek tilida skachat,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,10.0,chatgpt_download,chatgpt_product,uz,navigational,False,False,False,4-10,0,1,0.0,10.0,,,,ru,landing,True
chatgpt uzbekcha,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0.0,32.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,21-50,0,1,0.0,32.0,,,,uz,blog,False
chatgpt uzbekistan,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,0,1,0.0,10.0,chatgpt_online,chatgpt_product,en,transactional,False,True,False,4-10,0,1,0.0,10.0,,,,ru,blog,False
chatgpt yo,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0.0,8.0,chatgpt_online,chatgpt_product,neutral,transactional,False,False,False,4-10,0,1,0.0,8.0,,,,uz,landing,False
chatgpt õzbekcha,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,8.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,8.0,,,,ru,landing,True
chatgpt на узбекском,https://gptbot.uz/ru/blog/analogi-chatgpt-kotorye-rabotayut-v-uzbekistane/,0,1,0.0,11.0,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,11-20,0,1,0.0,11.0,,,,ru,blog,False
chatgpt на узбекском,https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,0,1,0.0,7.0,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,4-10,0,2,0.0,6.5,0.0,1.0,6.0,ru,blog,False
chatgpt оплата,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,0,1,0.0,3.0,chatgpt_payment,chatgpt_product,ru,informational,False,False,False,1-3,0,1,0.0,3.0,,,,ru,blog,False
chatgpt узбек тилида,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,7.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,7.0,,,,ru,landing,True
cjattp,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,5.0,other,other,neutral,unknown,False,False,False,4-10,0,1,0.0,5.0,,,,ru,landing,False
cjhatg,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,6.0,other,other,neutral,unknown,False,False,False,4-10,0,1,0.0,6.0,,,,ru,landing,False
claude uzbekistan,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,0,1,0.0,10.0,other,other,en,unknown,False,True,False,4-10,0,1,0.0,10.0,,,,ru,blog,False
cpc and cpa,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,0,1,0.0,81.0,other,other,neutral,unknown,False,False,False,51+,0,1,0.0,81.0,,,,ru,blog,False
cpc c3,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,0,1,0.0,77.0,other,other,neutral,unknown,False,False,False,51+,0,1,0.0,77.0,,,,ru,blog,False
cpc cpa cpl cpm cpi cps ecpc ecpm cr ctr,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,0,1,0.0,43.0,other,other,neutral,unknown,False,False,False,21-50,0,1,0.0,43.0,,,,ru,blog,False
cpc cpl,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,0,1,0.0,60.0,other,other,neutral,unknown,False,False,False,51+,0,1,0.0,60.0,,,,ru,blog,False
cpc cpm cpa,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,0,1,0.0,27.0,other,other,neutral,unknown,False,False,False,21-50,0,1,0.0,27.0,,,,ru,blog,False
cpc cpm meaning,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,0,1,0.0,65.0,other,other,neutral,unknown,False,False,False,51+,0,1,0.0,65.0,,,,ru,blog,False
cpc vs cpl,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,0,1,0.0,60.0,other,other,neutral,unknown,False,False,False,51+,0,1,0.0,60.0,,,,ru,blog,False
cpc что это такое в рекламе,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,0,1,0.0,90.0,digital_marketing,services_marketing,ru,informational,False,False,False,51+,0,4,0.0,84.75,0.0,3.0,83.0,ru,blog,False
cpl cpm,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,0,1,0.0,59.0,other,other,neutral,unknown,False,False,False,51+,0,1,0.0,59.0,,,,ru,blog,False
cpm ctr cpc cpl cpa,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,0,1,0.0,76.0,other,other,neutral,unknown,False,False,False,51+,0,1,0.0,76.0,,,,ru,blog,False
crm chatbot,https://gptbot.uz/ru/avtomatizatsiya-prodazh/,0,1,0.0,70.0,chatbot_dev,services_bots,neutral,commercial_investigation,False,False,False,51+,0,5,0.0,41.0,0.0,4.0,33.75,ru,landing,False
ctr cpl,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,0,1,0.0,75.0,other,other,neutral,unknown,False,False,False,51+,0,1,0.0,75.0,,,,ru,blog,False
digital агентство,https://gptbot.uz/ru/blog/kak-vybrat-digital-agentstvo-v-tashkente/,0,1,0.0,41.0,digital_marketing,services_marketing,ru,commercial,False,False,True,21-50,0,3,0.0,35.0,0.0,2.0,32.0,ru,blog,False
digital услуги,https://gptbot.uz/ru/blog/kak-vybrat-digital-agentstvo-v-tashkente/,0,1,0.0,43.0,digital_marketing,services_marketing,ru,commercial,False,False,True,21-50,0,1,0.0,43.0,,,,ru,blog,False
direct nima,https://gptbot.uz/uz/blog/instagram-direct-ai-bot-qanday-ishlaydi/,0,1,0.0,9.0,instagram_bots,services_bots,uz,informational,False,False,False,4-10,0,1,0.0,9.0,,,,uz,blog,False
direct nima degani,https://gptbot.uz/uz/blog/instagram-direct-ai-bot-qanday-ishlaydi/,0,1,0.0,9.0,instagram_bots,services_bots,uz,informational,False,False,False,4-10,0,1,0.0,9.0,,,,uz,blog,False
google ads and seo,https://gptbot.uz/ru/blog/seo-ili-google-ads-chto-vybrat/,0,1,0.0,9.0,seo,services_web,neutral,commercial_investigation,False,False,False,4-10,0,1,0.0,9.0,,,,ru,blog,False
gp[t,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,0,1,0.0,8.0,other,other,neutral,unknown,False,False,False,4-10,0,1,0.0,8.0,,,,ru,landing,False
gpat gpt,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,10.0,chatgpt_online,chatgpt_product,neutral,transactional,False,False,False,4-10,0,1,0.0,10.0,,,,ru,landing,False
gpt automation petrixbot,https://gptbot.uz/,0,1,0.0,4.0,chatgpt_online,chatgpt_product,neutral,transactional,False,False,False,4-10,0,1,0.0,4.0,,,,root,home,False
gpt chat на русском языке,https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,0,1,0.0,67.0,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,51+,0,2,0.0,73.5,0.0,1.0,80.0,ru,blog,False
gpt vs chatgpt,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,0,1,0.0,6.0,chatgpt_alternatives,chatgpt_product,neutral,informational,False,False,False,4-10,0,2,0.0,5.5,,,,ru,landing,False
gpt на русском онлайн,https://gptbot.uz/ru/blog/chat-gpt-online/,0,1,0.0,22.0,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,21-50,0,1,0.0,22.0,,,,ru,blog,False
gpt написать текст,https://gptbot.uz/ru/blog/chat-gpt-online/,0,1,0.0,65.0,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,51+,0,1,0.0,65.0,,,,ru,blog,False
gpt оплата,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,0,1,0.0,2.0,chatgpt_payment,chatgpt_product,ru,informational,False,False,False,1-3,0,1,0.0,2.0,,,,ru,blog,False
gpt чат онлайн,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,12.0,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,11-20,0,1,0.0,12.0,,,,ru,landing,False
gptbot,https://gptbot.uz/ru/gpt-na-russkom/,0,1,0.0,6.0,brand,brand,neutral,navigational,True,False,False,4-10,0,1,0.0,6.0,,,,ru,landing,False
gptbot,https://gptbot.uz/uz/,0,1,0.0,3.0,brand,brand,neutral,navigational,True,False,False,1-3,1,3,0.3333333333333333,4.0,1.0,1.0,3.0,uz,home,False
gptplanet com отзывы,https://gptbot.uz/ru/otzyvy/,0,1,0.0,27.0,other,other,ru,unknown,False,False,False,21-50,0,1,0.0,27.0,,,,ru,landing,False
instachi,https://gptbot.uz/ru/blog/skolko-stoit-smm-i-vedenie-instagram-uzbekistan/,0,1,0.0,2.0,other,other,neutral,unknown,False,False,False,1-3,0,1,0.0,2.0,,,,ru,blog,False
instagram chi,https://gptbot.uz/ru/blog/skolko-stoit-smm-i-vedenie-instagram-uzbekistan/,0,1,0.0,3.0,instagram_bots,services_bots,neutral,commercial_investigation,False,False,False,1-3,0,1,0.0,3.0,,,,ru,blog,False
instagram direct nima,https://gptbot.uz/uz/instagram-bot-biznes-uchun/,0,1,0.0,7.0,instagram_bots,services_bots,uz,informational,False,False,False,4-10,0,1,0.0,7.0,,,,uz,landing,False
internet reklama,https://gptbot.uz/uz/internet-reklama-toshkent/,0,1,0.0,18.0,digital_marketing,services_marketing,neutral,commercial_investigation,False,False,False,11-20,0,1,0.0,18.0,,,,uz,landing,False
jajipiti,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0.0,10.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,1,0.0,10.0,,,,uz,landing,False
jipi chat,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,11.0,other,other,en,unknown,False,False,False,11-20,0,1,0.0,11.0,,,,ru,landing,False
lchat hpt,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,4.0,other,other,neutral,unknown,False,False,False,4-10,0,1,0.0,4.0,,,,ru,landing,False
lead что это,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,1,0.0,81.0,leads_automation,services_bots,ru,informational,False,False,False,51+,0,1,0.0,81.0,,,,ru,blog,False
marketing haqida,https://gptbot.uz/uz/blog/marketing-nima/,0,1,0.0,55.0,digital_marketing,services_marketing,uz,commercial_investigation,False,False,False,51+,0,1,0.0,55.0,,,,uz,blog,False
marketing nima uchun kerak,https://gptbot.uz/uz/blog/marketing-nima/,0,1,0.0,10.0,digital_marketing,services_marketing,uz,informational,False,False,False,4-10,0,1,0.0,10.0,,,,uz,blog,False
marketing nma,https://gptbot.uz/uz/blog/marketing-nima/,0,1,0.0,10.0,digital_marketing,services_marketing,neutral,commercial_investigation,False,False,False,4-10,0,1,0.0,10.0,,,,uz,blog,False
mini app,https://gptbot.uz/ru/blog/telegram-mini-app-chto-eto/,0,1,0.0,78.0,other,other,en,unknown,False,False,False,51+,0,2,0.0,79.5,0.0,1.0,81.0,ru,blog,False
nachat gpt,https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,0,1,0.0,8.0,chatgpt_online,chatgpt_product,neutral,transactional,False,False,False,4-10,0,1,0.0,8.0,,,,ru,blog,False
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/,0,1,0.0,100.0,chatbot_dev,services_bots,uz,commercial,False,True,False,51+,0,1,0.0,100.0,,,,root,home,False
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/ru/ai-bot-dlya-biznesa/,0,1,0.0,65.0,chatbot_dev,services_bots,uz,commercial,False,True,False,51+,0,1,0.0,65.0,,,,ru,landing,True
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/ru/blog/,0,1,0.0,81.0,chatbot_dev,services_bots,uz,commercial,False,True,False,51+,0,1,0.0,81.0,,,,ru,blog_index,True
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/ru/chat-bot-dlya-biznesa/,0,1,0.0,76.0,chatbot_dev,services_bots,uz,commercial,False,True,False,51+,0,1,0.0,76.0,,,,ru,landing,True
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/ru/gpt-dlya-biznesa/,0,1,0.0,68.0,chatbot_dev,services_bots,uz,commercial,False,True,False,51+,0,2,0.0,77.0,0.0,1.0,86.0,ru,landing,True
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/uz/ai-bot-yoki-menejer/,0,1,0.0,96.0,chatbot_dev,services_bots,uz,commercial,False,True,False,51+,0,1,0.0,96.0,,,,uz,landing,False
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/uz/blog/ai-botni-biznes-uchun-qanday-tanlash/,0,1,0.0,36.0,chatbot_dev,services_bots,uz,commercial,False,True,False,21-50,0,1,0.0,36.0,,,,uz,blog,False
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,0,1,0.0,187.0,chatbot_dev,services_bots,uz,commercial,False,True,False,51+,0,1,0.0,187.0,,,,uz,blog,False
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/uz/boss-digital/,0,1,0.0,40.0,chatbot_dev,services_bots,uz,commercial,False,True,False,21-50,0,1,0.0,40.0,,,,uz,landing,False
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/uz/chat-bot-narxi/,0,1,0.0,189.0,chatbot_dev,services_bots,uz,commercial,False,True,False,51+,0,1,0.0,189.0,,,,uz,landing,False
online,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0.0,4.0,other,other,en,unknown,False,False,False,4-10,0,1,0.0,4.0,,,,uz,blog,False
online,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,1,0.0,14.0,other,other,en,unknown,False,False,False,11-20,0,1,0.0,14.0,,,,uz,landing,False
online chatgpt,https://gptbot.uz/ru/gpt-chat/,0,1,0.0,6.0,chatgpt_online,chatgpt_product,en,transactional,False,False,False,4-10,0,1,0.0,6.0,,,,ru,landing,False
open ai это,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,0,1,0.0,3.0,ai_general,ai_informational,ru,informational,False,False,False,1-3,0,1,0.0,3.0,,,,ru,landing,False
performance marketing,https://gptbot.uz/ru/performance-marketing-tashkent/,0,1,0.0,9.0,digital_marketing,services_marketing,neutral,commercial_investigation,False,False,False,4-10,0,1,0.0,9.0,,,,ru,landing,False
qayerdan yuklab olsam buladi,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,1,0.0,3.0,other,other,uz,unknown,False,False,False,1-3,0,1,0.0,3.0,,,,uz,blog,False
salon bot,https://gptbot.uz/ru/blog/ai-bot-dlya-salona-krasoty-uzb-podklyuchenie-scenarii-ogranicheniya/,0,1,0.0,6.0,chatbot_dev,services_bots,en,commercial_investigation,False,False,False,4-10,0,1,0.0,6.0,,,,ru,blog,False
sayt tayyorlash,https://gptbot.uz/uz/sayt-yaratish/,0,1,0.0,84.0,webdev,services_web,neutral,commercial_investigation,False,False,False,51+,0,2,0.0,68.0,0.0,1.0,52.0,uz,landing,False
sayt tuzish,https://gptbot.uz/uz/sayt-yaratish/,0,1,0.0,29.0,webdev,services_web,neutral,commercial_investigation,False,False,False,21-50,0,1,0.0,29.0,,,,uz,landing,False
sayt yaratish narxi,https://gptbot.uz/uz/blog/sayt-yaratish-narxi-toshkent-2026/,0,1,0.0,16.0,webdev,services_web,uz,commercial,False,False,True,11-20,0,1,0.0,16.0,,,,uz,blog,False
seo smm продвижение,https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,0,1,0.0,7.0,smm,services_marketing,ru,commercial_investigation,False,False,False,4-10,0,1,0.0,7.0,,,,ru,blog,False
seo xizmati,https://gptbot.uz/uz/blog/seo-xizmati-narxi-ozbekiston-2026/,0,1,0.0,46.0,seo,services_web,neutral,commercial,False,False,True,21-50,0,1,0.0,46.0,,,,uz,blog,False
seo аудит пример,https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,0,1,0.0,95.0,seo,services_web,ru,informational,False,False,False,51+,0,4,0.0,92.25,0.0,3.0,91.33333333333331,ru,blog,False
seo аудит сайта цена,https://gptbot.uz/ru/blog/stoimost-seo-prodvizheniya-v-tashkente/,0,1,0.0,14.0,seo,services_web,ru,commercial,False,False,True,11-20,0,1,0.0,14.0,,,,ru,blog,False
seo аудит сайта чек лист,https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,0,1,0.0,48.0,seo,services_web,ru,informational,False,False,False,21-50,0,12,0.0,85.58333333333333,0.0,11.0,89.0,ru,blog,False
seo аудит чек лист,https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,0,1,0.0,76.0,seo,services_web,ru,informational,False,False,False,51+,0,11,0.0,84.54545454545455,0.0,10.0,85.4,ru,blog,False
seo компания,https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,0,1,0.0,15.0,seo,services_web,ru,commercial,False,False,True,11-20,0,1,0.0,15.0,,,,ru,landing,False
seo оптимизация в ташкенте,https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,0,1,0.0,47.0,seo,services_web,ru,commercial,False,True,False,21-50,0,1,0.0,47.0,,,,ru,landing,False
seo оптимизация сайта стоимость,https://gptbot.uz/ru/blog/stoimost-seo-prodvizheniya-v-tashkente/,0,1,0.0,6.0,seo,services_web,ru,commercial,False,False,True,4-10,0,1,0.0,6.0,,,,ru,blog,False
seo продвижение seo маркетинг,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,1,0.0,11.0,seo,services_web,ru,commercial_investigation,False,False,False,11-20,0,1,0.0,11.0,,,,ru,blog,False
seo продвижение в поиске,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,1,0.0,36.0,seo,services_web,ru,commercial_investigation,False,False,False,21-50,0,10,0.0,70.0,0.0,9.0,73.77777777777777,ru,blog,False
seo продвижение в сети,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,1,0.0,10.0,seo,services_web,ru,commercial_investigation,False,False,False,4-10,0,1,0.0,10.0,,,,ru,blog,False
seo продвижение выгодная цена,https://gptbot.uz/ru/blog/stoimost-seo-prodvizheniya-v-tashkente/,0,1,0.0,18.0,seo,services_web,ru,commercial,False,False,True,11-20,0,1,0.0,18.0,,,,ru,blog,False
seo продвижение информационного сайта,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,1,0.0,38.0,seo,services_web,ru,commercial_investigation,False,False,False,21-50,0,1,0.0,38.0,,,,ru,blog,False
seo продвижение как работает,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,1,0.0,70.0,seo,services_web,ru,informational,False,False,False,51+,0,1,0.0,70.0,,,,ru,blog,False
seo продвижение компании,https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,0,1,0.0,20.0,seo,services_web,ru,commercial,False,False,True,11-20,0,1,0.0,20.0,,,,ru,landing,False
seo продвижение компании цена,https://gptbot.uz/ru/blog/stoimost-seo-prodvizheniya-v-tashkente/,0,1,0.0,8.0,seo,services_web,ru,commercial,False,False,True,4-10,0,1,0.0,8.0,,,,ru,blog,False
seo продвижение недорого,https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,0,1,0.0,25.0,seo,services_web,ru,commercial_investigation,False,False,False,21-50,0,1,0.0,25.0,,,,ru,landing,False
seo продвижение поисковиках,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,1,0.0,7.0,seo,services_web,ru,commercial_investigation,False,False,False,4-10,0,1,0.0,7.0,,,,ru,blog,False
seo продвижение проекта,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,1,0.0,48.0,seo,services_web,ru,commercial_investigation,False,False,False,21-50,0,1,0.0,48.0,,,,ru,blog,False
seo продвижение сайта,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,1,0.0,62.0,seo,services_web,ru,commercial_investigation,False,False,False,51+,0,3,0.0,66.33333333333333,0.0,2.0,68.5,ru,blog,False
seo продвижение сайта недорого,https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,0,1,0.0,21.0,seo,services_web,ru,commercial_investigation,False,False,False,21-50,0,1,0.0,21.0,,,,ru,landing,False
seo продвижение сайта что это такое,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,1,0.0,77.0,seo,services_web,ru,informational,False,False,False,51+,0,2,0.0,71.5,0.0,1.0,66.0,ru,blog,False
seo продвижение сайтов стоимость,https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,0,1,0.0,21.0,seo,services_web,ru,commercial,False,False,True,21-50,0,1,0.0,21.0,,,,ru,landing,False
seo продвижение сайтов услуги,https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,0,1,0.0,13.0,seo,services_web,ru,commercial,False,False,True,11-20,0,1,0.0,13.0,,,,ru,landing,False
seo продвижение сайтов что это такое,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,1,0.0,56.0,seo,services_web,ru,informational,False,False,False,51+,0,2,0.0,58.5,0.0,1.0,61.0,ru,blog,False
seo продвижение сети сайтов,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,1,0.0,10.0,seo,services_web,ru,commercial_investigation,False,False,False,4-10,0,1,0.0,10.0,,,,ru,blog,False
seo продвижение услуги,https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,0,1,0.0,14.0,seo,services_web,ru,commercial,False,False,True,11-20,0,1,0.0,14.0,,,,ru,landing,False
seo продвижение цена,https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,0,1,0.0,10.0,seo,services_web,ru,commercial,False,False,True,4-10,0,1,0.0,10.0,,,,ru,landing,False
seo продвижение цена в месяц,https://gptbot.uz/ru/blog/stoimost-seo-prodvizheniya-v-tashkente/,0,1,0.0,9.0,seo,services_web,ru,commercial,False,False,True,4-10,0,1,0.0,9.0,,,,ru,blog,False
